Year,Month,Provider Parent Org Code,Provider Parent Name,Treatment Function Name,Total waiting > 52 weeks,Total waiting > 18 weeks
2020,Apr,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Trauma & Orthopaedics,98,7742
2020,Apr,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Urology,22,3299
2020,Apr,QWU,COVENTRY AND WARWICKSHIRE STP,Cardiology,2,664
2020,Apr,QWU,COVENTRY AND WARWICKSHIRE STP,Cardiothoracic Surgery,2,46
2020,Apr,QWU,COVENTRY AND WARWICKSHIRE STP,Dermatology,0,1696
2020,Apr,QWU,COVENTRY AND WARWICKSHIRE STP,"Ear, Nose & Throat (ENT)",0,1773
2020,Apr,QWU,COVENTRY AND WARWICKSHIRE STP,Gastroenterology,0,550
2020,Apr,QWU,COVENTRY AND WARWICKSHIRE STP,General Medicine,0,59
2020,Apr,QWU,COVENTRY AND WARWICKSHIRE STP,General Surgery,32,3000
2020,Apr,QWU,COVENTRY AND WARWICKSHIRE STP,Geriatric Medicine,0,24
2020,Apr,QWU,COVENTRY AND WARWICKSHIRE STP,Gynaecology,50,2832
2020,Apr,QWU,COVENTRY AND WARWICKSHIRE STP,Neurology,0,569
2020,Apr,QWU,COVENTRY AND WARWICKSHIRE STP,Neurosurgery,0,949
2020,Apr,QWU,COVENTRY AND WARWICKSHIRE STP,Ophthalmology,3,3901
2020,Apr,QWU,COVENTRY AND WARWICKSHIRE STP,Oral Surgery,28,1614
2020,Apr,QWU,COVENTRY AND WARWICKSHIRE STP,Other,5,2920
2020,Apr,QWU,COVENTRY AND WARWICKSHIRE STP,Plastic Surgery,6,842
2020,Apr,QWU,COVENTRY AND WARWICKSHIRE STP,Rheumatology,0,470
2020,Apr,QWU,COVENTRY AND WARWICKSHIRE STP,Thoracic Medicine,0,610
2020,Apr,QWU,COVENTRY AND WARWICKSHIRE STP,Total,135,29621
2020,Apr,QWU,COVENTRY AND WARWICKSHIRE STP,Trauma & Orthopaedics,1,4997
2020,Apr,QWU,COVENTRY AND WARWICKSHIRE STP,Urology,6,2105
2020,Apr,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Cardiology,3,1287
2020,Apr,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Cardiothoracic Surgery,0,1
2020,Apr,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Dermatology,1,721
2020,Apr,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),"Ear, Nose & Throat (ENT)",4,2020
2020,Apr,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Gastroenterology,5,1385
2020,Apr,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),General Medicine,0,309
2020,Apr,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),General Surgery,9,3021
2020,Apr,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Geriatric Medicine,0,54
2020,Apr,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Gynaecology,11,1698
2020,Apr,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Neurology,2,599
2020,Apr,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Neurosurgery,0,26
2020,Apr,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Ophthalmology,3,3455
2020,Apr,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Oral Surgery,8,3027
2020,Apr,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Other,4,2396
2020,Apr,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Plastic Surgery,0,54
2020,Apr,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Rheumatology,1,208
2020,Apr,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Thoracic Medicine,0,472
2020,Apr,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Total,68,25752
2020,Apr,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Trauma & Orthopaedics,9,3499
2020,Apr,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Urology,8,1520
2020,Apr,QYG,CHESHIRE AND MERSEYSIDE STP,Cardiology,3,1766
2020,Apr,QYG,CHESHIRE AND MERSEYSIDE STP,Cardiothoracic Surgery,4,363
2020,Apr,QYG,CHESHIRE AND MERSEYSIDE STP,Dermatology,3,3094
2020,Apr,QYG,CHESHIRE AND MERSEYSIDE STP,"Ear, Nose & Throat (ENT)",8,3549
2020,Apr,QYG,CHESHIRE AND MERSEYSIDE STP,Gastroenterology,0,2877
2020,Apr,QYG,CHESHIRE AND MERSEYSIDE STP,General Medicine,0,155
2020,Apr,QYG,CHESHIRE AND MERSEYSIDE STP,General Surgery,31,7898
2020,Apr,QYG,CHESHIRE AND MERSEYSIDE STP,Geriatric Medicine,0,34
2020,Apr,QYG,CHESHIRE AND MERSEYSIDE STP,Gynaecology,27,6361
2020,Apr,QYG,CHESHIRE AND MERSEYSIDE STP,Neurology,0,2040
2020,Apr,QYG,CHESHIRE AND MERSEYSIDE STP,Neurosurgery,0,604
2020,Apr,QYG,CHESHIRE AND MERSEYSIDE STP,Ophthalmology,18,7954
2020,Apr,QYG,CHESHIRE AND MERSEYSIDE STP,Oral Surgery,14,3226
2020,Apr,QYG,CHESHIRE AND MERSEYSIDE STP,Other,37,12522
2020,Apr,QYG,CHESHIRE AND MERSEYSIDE STP,Plastic Surgery,54,2660
2020,Apr,QYG,CHESHIRE AND MERSEYSIDE STP,Rheumatology,0,694
2020,Apr,QYG,CHESHIRE AND MERSEYSIDE STP,Thoracic Medicine,1,1624
2020,Apr,QYG,CHESHIRE AND MERSEYSIDE STP,Total,288,72612
2020,Apr,QYG,CHESHIRE AND MERSEYSIDE STP,Trauma & Orthopaedics,80,11244
2020,Apr,QYG,CHESHIRE AND MERSEYSIDE STP,Urology,8,3947
2020,Jul,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Cardiology,54,2099
2020,Jul,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Cardiothoracic Surgery,42,487
2020,Jul,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Dermatology,9,2393
2020,Jul,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,"Ear, Nose & Throat (ENT)",500,6917
2020,Jul,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Gastroenterology,20,2329
2020,Jul,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,General Medicine,30,1724
2020,Jul,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,General Surgery,1019,10316
2020,Jul,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Geriatric Medicine,0,114
2020,Jul,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Gynaecology,118,3856
2020,Jul,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Neurology,98,3295
2020,Jul,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Neurosurgery,77,1799
2020,Jul,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Ophthalmology,488,12935
2020,Jul,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Oral Surgery,727,9592
2020,Jul,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Other,395,5582
2020,Jul,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Plastic Surgery,256,2094
2020,Jul,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Rheumatology,0,396
2020,Jul,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Thoracic Medicine,4,513
2020,Jul,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Total,5160,85191
2020,Jul,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Trauma & Orthopaedics,1102,14524
2020,Jul,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Urology,221,4226
2020,Jul,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Cardiology,0,2077
2020,Jul,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Cardiothoracic Surgery,0,81
2020,Jul,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Dermatology,2,1289
2020,Jul,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,"Ear, Nose & Throat (ENT)",38,4812
2020,Jul,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Gastroenterology,1,823
2020,Jul,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,General Medicine,1,793
2020,Jul,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,General Surgery,34,4419
2020,Jul,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Geriatric Medicine,0,74
2020,Jul,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Gynaecology,22,3774
2020,Jul,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Neurology,0,956
2020,Jul,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Neurosurgery,2,1127
2020,Jul,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Ophthalmology,28,8105
2020,Jul,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Oral Surgery,64,4448
2020,Jul,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Other,379,16268
2020,Jul,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Plastic Surgery,3,692
2020,Jul,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Rheumatology,0,834
2020,Jul,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Thoracic Medicine,1,849
2020,Jul,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Total,800,67816
2020,Jul,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Trauma & Orthopaedics,195,14613
2020,Jul,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Urology,30,1782
2020,Jul,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Cardiology,15,1351
2020,Jul,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Cardiothoracic Surgery,0,2
2020,Jul,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Dermatology,97,1836
2020,Jul,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,"Ear, Nose & Throat (ENT)",59,3427
2020,Jul,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Gastroenterology,33,1897
2020,Jul,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,General Medicine,1,126
2020,Jul,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,General Surgery,94,3331
2020,Jul,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Geriatric Medicine,0,88
2020,Jul,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Gynaecology,101,3291
2020,Jul,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Neurology,4,664
2020,Jul,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Neurosurgery,0,0
2020,Jul,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Ophthalmology,16,7180
2020,Jul,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Oral Surgery,129,2847
2020,Jul,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Other,241,5284
2020,Jul,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Plastic Surgery,16,190
2020,Jul,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Rheumatology,1,749
2020,Jul,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Thoracic Medicine,32,1379
2020,Jul,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Total,1337,45231
2020,Jul,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Trauma & Orthopaedics,270,7549
2020,Jul,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Urology,228,4040
2020,Jul,QH8,MID AND SOUTH ESSEX STP,Cardiology,32,2866
2020,Jul,QH8,MID AND SOUTH ESSEX STP,Cardiothoracic Surgery,10,217
2020,Jul,QH8,MID AND SOUTH ESSEX STP,Dermatology,243,4704
2020,Jul,QH8,MID AND SOUTH ESSEX STP,"Ear, Nose & Throat (ENT)",717,6965
2020,Jul,QH8,MID AND SOUTH ESSEX STP,Gastroenterology,91,2972
2020,Jul,QH8,MID AND SOUTH ESSEX STP,General Medicine,20,571
2020,Jul,QH8,MID AND SOUTH ESSEX STP,General Surgery,690,5281
2020,Jul,QH8,MID AND SOUTH ESSEX STP,Geriatric Medicine,9,184
2020,Jul,QH8,MID AND SOUTH ESSEX STP,Gynaecology,252,4442
2020,Jul,QH8,MID AND SOUTH ESSEX STP,Neurology,27,1425
2020,Jul,QH8,MID AND SOUTH ESSEX STP,Neurosurgery,0,17
2020,Jul,QH8,MID AND SOUTH ESSEX STP,Ophthalmology,906,11362
2020,Jul,QH8,MID AND SOUTH ESSEX STP,Oral Surgery,435,3200
2020,Jul,QH8,MID AND SOUTH ESSEX STP,Other,671,10598
2020,Jul,QH8,MID AND SOUTH ESSEX STP,Plastic Surgery,986,4167
2020,Jul,QH8,MID AND SOUTH ESSEX STP,Rheumatology,23,1485
2020,Jul,QH8,MID AND SOUTH ESSEX STP,Thoracic Medicine,23,1643
2020,Jul,QH8,MID AND SOUTH ESSEX STP,Total,8130,79984
2020,Jul,QH8,MID AND SOUTH ESSEX STP,Trauma & Orthopaedics,2323,13749
2020,Jul,QH8,MID AND SOUTH ESSEX STP,Urology,672,4136
2020,Jul,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",Cardiology,15,1839
2020,Jul,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",Cardiothoracic Surgery,4,4
2020,Jul,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",Dermatology,3,1038
2020,Jul,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP","Ear, Nose & Throat (ENT)",132,3723
2020,Jul,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",Gastroenterology,9,2021
2020,Jul,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",General Medicine,10,869
2020,Jul,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",General Surgery,31,2529
2020,Jul,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",Geriatric Medicine,0,32
2020,Jul,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",Gynaecology,40,3170
2020,Jul,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",Neurology,1,1022
2020,Jul,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",Ophthalmology,70,8128
2020,Jul,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",Oral Surgery,208,4225
2020,Jul,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",Other,82,4992
2020,Jul,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",Plastic Surgery,14,394
2020,Jul,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",Rheumatology,8,472
2020,Jul,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",Thoracic Medicine,2,1201
2020,Jul,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",Total,1418,45309
2020,Jul,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",Trauma & Orthopaedics,659,6486
2020,Jul,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",Urology,130,3164
2020,Jul,QHL,BIRMINGHAM AND SOLIHULL STP,Cardiology,23,3385
2020,Jul,QHL,BIRMINGHAM AND SOLIHULL STP,Cardiothoracic Surgery,4,133
2020,Jul,QHL,BIRMINGHAM AND SOLIHULL STP,Dermatology,13,3098
2020,Jul,QHL,BIRMINGHAM AND SOLIHULL STP,"Ear, Nose & Throat (ENT)",425,7767
2020,Jul,QHL,BIRMINGHAM AND SOLIHULL STP,Gastroenterology,189,5317
2020,Jul,QHL,BIRMINGHAM AND SOLIHULL STP,General Medicine,1,107
2020,Jul,QHL,BIRMINGHAM AND SOLIHULL STP,General Surgery,388,5603
2020,Jul,QHL,BIRMINGHAM AND SOLIHULL STP,Geriatric Medicine,0,184
2020,Jul,QHL,BIRMINGHAM AND SOLIHULL STP,Gynaecology,140,5216
2020,Jul,QHL,BIRMINGHAM AND SOLIHULL STP,Neurology,38,2519
2020,Jul,QHL,BIRMINGHAM AND SOLIHULL STP,Neurosurgery,117,2073
2020,Jul,QHL,BIRMINGHAM AND SOLIHULL STP,Ophthalmology,154,9122
2020,Jul,QHL,BIRMINGHAM AND SOLIHULL STP,Oral Surgery,65,6470
2020,Jul,QHL,BIRMINGHAM AND SOLIHULL STP,Other,620,18312
2020,Jul,QHL,BIRMINGHAM AND SOLIHULL STP,Plastic Surgery,63,914
2020,Jul,QHL,BIRMINGHAM AND SOLIHULL STP,Rheumatology,0,520
2020,Jul,QHL,BIRMINGHAM AND SOLIHULL STP,Thoracic Medicine,7,2095
2020,Jul,QHL,BIRMINGHAM AND SOLIHULL STP,Total,3094,89961
2020,Jul,QHL,BIRMINGHAM AND SOLIHULL STP,Trauma & Orthopaedics,197,11064
2020,Jul,QHL,BIRMINGHAM AND SOLIHULL STP,Urology,650,6062
2020,Jul,QHM,CUMBRIA AND NORTH EAST STP,Cardiology,88,4345
2020,Jul,QHM,CUMBRIA AND NORTH EAST STP,Cardiothoracic Surgery,1,105
2020,Jul,QHM,CUMBRIA AND NORTH EAST STP,Dermatology,87,6074
2020,Jul,QHM,CUMBRIA AND NORTH EAST STP,"Ear, Nose & Throat (ENT)",303,12714
2020,Jul,QHM,CUMBRIA AND NORTH EAST STP,Gastroenterology,66,3195
2020,Jul,QHM,CUMBRIA AND NORTH EAST STP,General Medicine,20,929
2020,Jul,QHM,CUMBRIA AND NORTH EAST STP,General Surgery,216,11271
2020,Jul,QHM,CUMBRIA AND NORTH EAST STP,Geriatric Medicine,0,296
2020,Jul,QHM,CUMBRIA AND NORTH EAST STP,Gynaecology,393,8657
2020,Jul,QHM,CUMBRIA AND NORTH EAST STP,Neurology,65,2064
2020,Jul,QHM,CUMBRIA AND NORTH EAST STP,Neurosurgery,9,807
2020,Jul,QHM,CUMBRIA AND NORTH EAST STP,Ophthalmology,911,27161
2020,Jul,QHM,CUMBRIA AND NORTH EAST STP,Oral Surgery,113,7113
2020,Jul,QHM,CUMBRIA AND NORTH EAST STP,Other,710,21069
2020,Jul,QHM,CUMBRIA AND NORTH EAST STP,Plastic Surgery,248,4019
2020,Jul,QHM,CUMBRIA AND NORTH EAST STP,Rheumatology,22,1789
2020,Jul,QHM,CUMBRIA AND NORTH EAST STP,Thoracic Medicine,17,1888
2020,Jul,QHM,CUMBRIA AND NORTH EAST STP,Total,6922,157270
2020,Jul,QHM,CUMBRIA AND NORTH EAST STP,Trauma & Orthopaedics,3343,36804
2020,Jul,QHM,CUMBRIA AND NORTH EAST STP,Urology,310,6970
2020,Jul,QJ2,JOINED UP CARE DERBYSHIRE STP,Cardiology,20,1116
2020,Jul,QJ2,JOINED UP CARE DERBYSHIRE STP,Cardiothoracic Surgery,0,1
2020,Jul,QJ2,JOINED UP CARE DERBYSHIRE STP,Dermatology,28,2814
2020,Jul,QJ2,JOINED UP CARE DERBYSHIRE STP,"Ear, Nose & Throat (ENT)",104,4570
2020,Jul,QJ2,JOINED UP CARE DERBYSHIRE STP,Gastroenterology,11,1680
2020,Jul,QJ2,JOINED UP CARE DERBYSHIRE STP,General Medicine,1,198
2020,Jul,QJ2,JOINED UP CARE DERBYSHIRE STP,General Surgery,231,4553
2020,Jul,QJ2,JOINED UP CARE DERBYSHIRE STP,Geriatric Medicine,0,133
2020,Jul,QJ2,JOINED UP CARE DERBYSHIRE STP,Gynaecology,67,3250
2020,Jul,QJ2,JOINED UP CARE DERBYSHIRE STP,Neurology,6,576
2020,Jul,QJ2,JOINED UP CARE DERBYSHIRE STP,Neurosurgery,5,61
2020,Jul,QJ2,JOINED UP CARE DERBYSHIRE STP,Ophthalmology,142,10408
2020,Jul,QJ2,JOINED UP CARE DERBYSHIRE STP,Oral Surgery,25,872
2020,Jul,QJ2,JOINED UP CARE DERBYSHIRE STP,Other,460,9572
2020,Jul,QJ2,JOINED UP CARE DERBYSHIRE STP,Plastic Surgery,31,381
2020,Jul,QJ2,JOINED UP CARE DERBYSHIRE STP,Rheumatology,20,848
2020,Jul,QJ2,JOINED UP CARE DERBYSHIRE STP,Thoracic Medicine,1,342
2020,Jul,QJ2,JOINED UP CARE DERBYSHIRE STP,Total,2252,61515
2020,Jul,QJ2,JOINED UP CARE DERBYSHIRE STP,Trauma & Orthopaedics,1003,17479
2020,Jul,QJ2,JOINED UP CARE DERBYSHIRE STP,Urology,97,2661
2020,Jul,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,Cardiology,4,781
2020,Jul,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,Dermatology,45,3596
2020,Jul,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,"Ear, Nose & Throat (ENT)",94,4850
2020,Jul,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,Gastroenterology,37,2530
2020,Jul,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,General Medicine,5,173
2020,Jul,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,General Surgery,911,8137
2020,Jul,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,Geriatric Medicine,2,31
2020,Jul,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,Gynaecology,301,5327
2020,Jul,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,Neurology,3,1472
2020,Jul,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,Ophthalmology,338,8436
2020,Jul,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,Oral Surgery,115,2443
2020,Jul,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,Other,36,2717
2020,Jul,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,Plastic Surgery,13,797
2020,Jul,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,Rheumatology,7,991
2020,Jul,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,Thoracic Medicine,2,602
2020,Jul,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,Total,3687,59684
2020,Jul,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,Trauma & Orthopaedics,1371,12714
2020,Jul,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,Urology,403,4087
2020,Jul,QJK,DEVON STP,Cardiology,348,4287
2020,Jul,QJK,DEVON STP,Cardiothoracic Surgery,30,527
2020,Jul,QJK,DEVON STP,Dermatology,25,2517
2020,Jul,QJK,DEVON STP,"Ear, Nose & Throat (ENT)",219,4405
2020,Jul,QJK,DEVON STP,Gastroenterology,43,2007
2020,Jul,QJK,DEVON STP,General Medicine,4,143
2020,Jul,QJK,DEVON STP,General Surgery,350,3686
2020,Jul,QJK,DEVON STP,Geriatric Medicine,0,117
2020,Jul,QJK,DEVON STP,Gynaecology,151,3506
2020,Jul,QJK,DEVON STP,Neurology,25,1244
2020,Jul,QJK,DEVON STP,Neurosurgery,175,1018
2020,Jul,QJK,DEVON STP,Ophthalmology,933,14220
2020,Jul,QJK,DEVON STP,Oral Surgery,45,2274
2020,Jul,QJK,DEVON STP,Other,692,11222
2020,Jul,QJK,DEVON STP,Plastic Surgery,138,1248
2020,Jul,QJK,DEVON STP,Rheumatology,6,527
2020,Jul,QJK,DEVON STP,Thoracic Medicine,13,984
2020,Jul,QJK,DEVON STP,Total,5796,76072
2020,Jul,QJK,DEVON STP,Trauma & Orthopaedics,2262,18287
2020,Jul,QJK,DEVON STP,Urology,337,3853
2020,Jul,QJM,LINCOLNSHIRE STP,Cardiology,3,933
2020,Jul,QJM,LINCOLNSHIRE STP,Cardiothoracic Surgery,0,1
2020,Jul,QJM,LINCOLNSHIRE STP,Dermatology,0,1095
2020,Jul,QJM,LINCOLNSHIRE STP,"Ear, Nose & Throat (ENT)",14,2782
2020,Jul,QJM,LINCOLNSHIRE STP,Gastroenterology,3,2115
2020,Jul,QJM,LINCOLNSHIRE STP,General Medicine,6,182
2020,Jul,QJM,LINCOLNSHIRE STP,General Surgery,126,2821
2020,Jul,QJM,LINCOLNSHIRE STP,Geriatric Medicine,0,176
2020,Jul,QJM,LINCOLNSHIRE STP,Gynaecology,7,1490
2020,Jul,QJM,LINCOLNSHIRE STP,Neurology,0,780
2020,Jul,QJM,LINCOLNSHIRE STP,Ophthalmology,6,5137
2020,Jul,QJM,LINCOLNSHIRE STP,Other,81,6133
2020,Jul,QJM,LINCOLNSHIRE STP,Rheumatology,0,790
2020,Jul,QJM,LINCOLNSHIRE STP,Thoracic Medicine,1,739
2020,Jul,QJM,LINCOLNSHIRE STP,Total,275,29697
2020,Jul,QJM,LINCOLNSHIRE STP,Trauma & Orthopaedics,12,3244
2020,Jul,QJM,LINCOLNSHIRE STP,Urology,16,1279
2020,Jul,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Cardiology,2,1661
2020,Jul,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Cardiothoracic Surgery,0,155
2020,Jul,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Dermatology,0,780
2020,Jul,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP","Ear, Nose & Throat (ENT)",716,4965
2020,Jul,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Gastroenterology,68,3583
2020,Jul,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",General Medicine,0,43
2020,Jul,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",General Surgery,697,4173
2020,Jul,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Geriatric Medicine,0,206
2020,Jul,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Gynaecology,144,4357
2020,Jul,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Neurology,2,1000
2020,Jul,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Neurosurgery,0,59
2020,Jul,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Ophthalmology,106,6925
2020,Jul,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Other,1220,15702
2020,Jul,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Plastic Surgery,57,1364
2020,Jul,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Rheumatology,0,810
2020,Jul,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Thoracic Medicine,0,97
2020,Jul,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Total,4677,58813
2020,Jul,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Trauma & Orthopaedics,1070,9558
2020,Jul,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Urology,595,3375
2020,Jul,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,Cardiology,150,4397
2020,Jul,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,Cardiothoracic Surgery,2,150
2020,Jul,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,Dermatology,22,2818
